flight_id,callsign,number,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump
EZY8581_20180907,EZY8581,U28581,44014a,OE-IJB,A320,EGKK,LFPG,LEBL,LFPG,technical,diverted,unknown,,,,
QID503_20180908,QID503,,ae0475,58-0001,K35R,,EGUL,,,unclear,unclear,unknown,,,,
SWR1249_20180908,SWR1249,LX1249,4b1801,HB-JCJ,BCS3,ESSA,LSZH,LSZH,,engine,planned,unknown,4bd699d2,engine,planned,unknown
BEL515_20180911,BEL515,SN515,44ccd5,OO-SFU,A332,EBBR,EBBR,KIAD,EBBR,technical,return,unknown,4bd8d7c0,instrument,return,unknown
JBU741_20180913,JBU741,B6741,a898a9,N653JB,A320,KBOS,,KSRQ,,,,,,,,
ARG1478_20180916,ARG1478,AR1478,e071d1,LV-GGQ,B738,SANT,SABE,SABE,,,,,,,,
LAN706_20180918,LAN706,LA706,e80451,CC-BGK,B789,SCEL,,LEMD,,,,,,,,
AFR474_20180918,AFR474,AF474,3949ef,F-GSPP,B772,LFPG,LFPG,MPTO,LFPG,smoke_burn_smell_flames,return,unknown,4bdd92f0,smoke_burn_smell_flames,return,unknown
UAL2421_20180918,UAL2421,UA2421,aa56b5,N76516,B738,KIAH,KLAS,KLAS,,,,,,,,
UAL1640_20180918,UAL1640,UA1640,a05a25,N12125,B752,KLAX,KDEN,KEWR,KDEN,unclear,diverted,unknown,4bdd9121,smoke_burn_smell_flames,diverted,unknown
UAL102_20180919,UAL102,UA102,a8dd7b,N670UA,B763,KIAH,,EDDM,,,,,,,,
WJA175_20180921,WJA175,WS175,807eee,C-GWBT,B737,CYYZ,,CYWG,,,,,,,,
SKW4569_20180921,SKW4569,DL4569,ab1d89,N815SK,CRJ9,KBUR,KSLC,KSLC,,,,,,,,
RYR57KL_20180922,RYR57KL,FR1119,4cabbd,EI-FRN,B738,EGPH,EGSS,LFMK,EGSS,unclear,diverted,unknown,,,,
GEC8231_20180922,GEC8231,GEC8231,3c706b,D-ALCK,MD11,KLAX,EDDF,EDDF,,unclear,unclear,unknown,4be05f07,fuel_leak,planned,unknown
DJT100_20180924,DJT100,B0100,39cc06,F-HTAG,B752,LFPO,LFPO,KEWR,LFPO,unclear,return,hold_to_reduce,,,,
EXS612_20180925,EXS612,LS612,4067c4,G-GDFL,B733,LEGE,LFRN,EGNX,LFRN,unclear,diverted,unknown,4be27bd9,medical,diverted,unknown
SAS1049_20180928,SAS1049,SK1049,478397,LN-RRP,B736,ESNQ,ESPA,ESSA,ESPA,smoke_burn_smell_flames,unclear,unknown,4be477d0,engine,diverted,unknown
VLG1524_20180928,VLG1524,VY1524,343046,EC-KLB,A320,LEBL,LFRS,LFRN,LFRS,unclear,diverted,unknown,,,,
RPA5936_20181001,RPA5936,DL5936,a1acdb,N207JQ,E75S,KDTW,KGRR,KGRR,,,,,,,,
ACA833_20181002,ACA833,AC833,c051e6,C-GFAJ,A333,EBBR,CYUL,CYUL,,,,,,,,
ARG1284_20181002,ARG1284,AR1284,e07191,LV-GFQ,B738,SAEZ,SCEL,SCEL,,,,,,,,
ROU1681_20181003,ROU1681,AC1681,c01945,C-FJOU,A321,CYYZ,CYYJ,CYYJ,,,,,,,,
QID613_20181003,QID613,,ae0390,63-7999,K35R,,EGUN,,,unclear,unclear,unknown,,,,
WJA2_20181004,WJA2,WS2,c06a4a,C-GOGN,B763,EGKK,EGPF,CYYC,EGPF,medical,diverted,unknown,,,,
CFG226_20181006,CFG226,DE2226,3c4aa1,D-ABUA,B763,EDDF,EDDF,MDPC,EDDF,unclear,return,unknown,,,,
IBK7MZ_20181006,IBK7MZ,D82671,406f26,G-NRWY,B738,LPFR,LFRS,EGKK,LFRS,unclear,diverted,unknown,,,,
EZY74PB_20181007,EZY74PB,U26939,440080,OE-IVI,A320,EGPH,EGPH,EPKK,EGPH,medical,return,unknown,,,,
BRU974_20181008,BRU974,B2974,51008d,EW-437PA,B738,UUBW,,UMMS,,unclear,unclear,unknown,4bec1438,cabin_pressure,planned,unknown
SHT3L_20181009,SHT3L,BA1399,40087a,G-EUPK,A319,EGCC,EGLL,EGLL,,landing_gear,planned,unknown,,,,
RYR22BH_20181009,RYR22BH,FR6606,4cace0,EI-GJT,B738,LPPR,EGPH,EGPH,,unclear,planned,unknown,4cea9f3f,misc,planned,unknown
SVA020_20181011,SVA020,SV20,710121,HZ-AK43,B77W,KJFK,LFPG,OEJN,LFPG,unclear,diverted,unknown,,,,
TCX4HR_20181012,TCX4HR,MT1063,4069ea,G-TCDB,A321,LEMH,EGBB,EGGD,EGBB,medical,diverted,unknown,,,,
DLH8AH_20181013,DLH8AH,LH2382,3c4dcd,D-ACNM,CRJ9,EDDM,LSGG,LSGG,,smoke_burn_smell_flames,planned,unknown,4beec724,smoke_burn_smell_flames,planned,unknown
AVA088_20181013,AVA088,AV88,aabbd0,N791AV,B788,SAEZ,SAEZ,SKBO,SAEZ,technical,return,unknown,4bf02c72,slats,return,fueldump
UAL933_20181014,UAL933,UA933,a1d546,N217UA,B772,EDDF,KIAD,KIAD,,,,,,,,
WZZ6TM_20181015,WZZ6TM,W61593,471ea5,HA-LPT,A320,EPWA,,LPPT,LKPR,medical,diverted,unknown,,,,
AFR17DA_20181017,AFR17DA,AF1605,392af8,F-GKXY,A320,LIRF,LIMC,LFPG,LIMC,technical,diverted,unknown,4bf2321a,fuel_leak,diverted,unknown
SKW4539_20181018,SKW4539,DL4539,aa75c6,N773SK,CRJ7,KTUS,,KSLC,,,,,,,,
CFG184_20181020,CFG184,DE2184,3c4aaf,D-ABUO,B763,EDDF,EDDF,MUHA,EDDF,medical,diverted,unknown,,,,
DAL933_20181020,DAL933,DL933,a48e3a,N393DA,B738,KSLC,,MMUN,,,,,,,,
JBU570_20181021,JBU570,B6570,a8222c,N623JB,A320,KFLL,KBOS,KBOS,,,,,,,,
EVA011_20181023,EVA011,,8990d7,B-16708,B77W,,,,,,,,,,,
FDX621_20181023,FDX621,FX621,a83477,N628FE,MD11,KAUS,,KMEM,,,,,,,,
DAL589_20181023,DAL589,DL589,ab03a4,N809DN,B739,KMSP,KMSP,KSEA,KMSP,cracked_windshield,return,unknown,4bf6199a,misc,return,unknown
ASH6004_20181024,ASH6004,AA6004,ad4bfb,N956LR,CRJ9,KDFW,KMFE,KMFE,,,,,,,,
ARG1141_20181025,ARG1141,AR1141,e06589,LV-FVI,A332,LIRF,,SAEZ,,,,,,,,
UAL1566_20181026,UAL1566,UA1566,a52c4f,N432UA,A320,KIAD,MMMX,MMMX,,,,,,,,
STK85YM_20181027,STK85YM,EI3805,4caad8,EI-FAT,AT76,EGPH,EGPF,EICK,EGPF,unclear,diverted,unknown,,,,
AFR24NG_20181029,AFR24NG,AF6023,393320,F-GMZA,A321,LFML,LFLL,LFPO,LFLL,smoke_burn_smell_flames,diverted,unknown,,,,
VIV3719_20181030,VIV3719,VB3719,0d0ac8,XA-VAY,A320,MMTJ,,MMMX,,,,,,,,
FDX1446_20181031,FDX1446,FX1446,aa1e41,N751FD,A306,KMEM,KPIT,KPIT,,,,,,,,
TAP087_20181101,TAP087,TP87,4951e2,CS-TOB,A343,LPPT,,SBGR,,,,,,,,
DAL2412_20181101,DAL2412,DL2412,abd2e6,N861DN,B739,KMSP,KSFO,KSFO,,unclear,unclear,unknown,,,,
UAL1014_20181101,UAL1014,UA1014,a923a9,N68823,B739,KIAH,,MMUN,,,,,,,,
ASH6075_20181102,ASH6075,UA6075,ac0418,N87319,E75L,KOKC,KIAD,KIAD,,,,,,,,
JKR85_20181104,JKR85,,aba7d7,N850FB,H25B,,KDAL,,,,,,,,,
TAP573_20181105,TAP573,TP573,495296,CS-TTV,A319,EDDF,LFPO,LPPT,LFPO,medical,diverted,unknown,,,,
TOM38V_20181106,TOM38V,BY4226,40665f,G-TAWB,B738,EGKK,,GCTS,LPPT,medical,diverted,unknown,,,,
BAW269_20181106,BAW269,BA269,406a04,G-XLEE,A388,EGLL,EGLL,KLAX,EGLL,engine,return,fueldump,,,,
SKW5932_20181106,SKW5932,UA5932,a1a9f4,N206SY,E75L,KSFO,KSFO,KMSP,KSFO,unclear,return,unknown,,,,
RYR7VF_20181107,RYR7VF,FR1909,4caca9,EI-GDZ,B738,EPGD,EGNT,EIDW,EGNT,medical,diverted,unknown,,,,
ICE430_20181108,ICE430,FI430,4cc2a3,TF-FIN,B752,BIKF,,EGPF,,unclear,unclear,unknown,,,,
SWA1948_20181108,SWA1948,WN1948,abb8ea,N8542Z,B738,KSDF,KDEN,KDEN,,,,,,,,
AZA74F_20181108,AZA74F,AZ110,4ca7bd,EI-DTF,A320,LIRF,EDDF,EHAM,EDDF,unclear,diverted,unknown,,,,
VIR651Y_20181109,VIR651Y,VS651,400f63,G-VWEB,A346,EGLL,LEBL,DNMM,LEBL,medical,diverted,fueldump,,,,
TPU966_20181112,TPU966,AV966,a611c2,N490TA,A320,SAEZ,,SPJC,,,,,,,,
ENY3436_20181113,ENY3436,AA3436,a252a7,N249NN,E75L,KDFW,KXNA,KXNA,,,,,,,,
AAL2665_20181113,AAL2665,AA2665,a47903,N388AA,B763,KPHL,KPHL,KMIA,KPHL,cabin_pressure,return,unknown,4c05e30c,maintenance,return,unknown
AFR102J_20181114,AFR102J,AF1024,392af8,F-GKXY,A320,LFPG,,LPPT,LFBD,technical,diverted,unknown,,,,
SWA2263_20181116,SWA2263,WN2263,aaa929,N7860A,B737,KLAX,KPHX,KPHX,,,,,,,,
BAW869_20181117,BAW869,BA869,400980,G-EUUE,A320,LHBP,,EGLL,,unclear,planned,unknown,,,,
AFR1464_20181119,AFR1464,AF1464,3944f3,F-GRHT,A319,LFPG,LFPG,ULLI,LFPG,unclear,return,unknown,,,,
GLO1524_20181119,GLO1524,G31524,e48c2f,PR-GUX,B738,SBGR,SBFZ,SBFZ,,,,,,,,
EZY130_20181123,EZY130,U2130,4074af,G-EZRP,A320,EGAA,EGCC,EGCC,,unclear,planned,unknown,,,,
AFR362V_20181123,AFR362V,AF362V,3991e1,F-HEPB,A320,LFBO,LFPG,LFPG,,unclear,planned,unknown,,,,
UAL21_20181124,UAL21,UA21,a92d6d,N69020,B772,EHAM,EGPH,KIAH,EGPH,unclear,diverted,unknown,,,,
VIR16B_20181125,VIR16B,VS16,4008f6,G-VROS,B744,KMCO,,EGKK,EIDW,medical,diverted,unknown,,,,
SHT64U_20181126,SHT64U,BA1469,400941,G-EUOI,A319,EGPE,EGLL,EGLL,,cabin_pressure,planned,unknown,,,,
CRL911_20181126,CRL911,SS911,39ca8d,F-HSUN,B744,FMEE,LFPO,LFPO,,bird,planned,unknown,,,,
JIA5686_20181128,JIA5686,OH5686,a79890,N589NN,CRJ9,KCLT,,KLIT,,,,,,,,
AAL63_20181129,AAL63,AA63,aa1dcd,N751AN,B772,LFPG,EINN,KMIA,EINN,engine,diverted,unknown,4c0ea5a0,engine,diverted,unknown
UAL818_20181201,UAL818,UA818,a43667,N37018,B772,SAEZ,,KIAH,,,,,,,,
AAL80_20181201,AAL80,AA80,aaa6dd,N786AN,B772,KDFW,,EGLL,,,,,,,,
SWA3763_20181202,SWA3763,WN3763,a2536f,N249WN,B737,KLGA,KMDW,KMDW,,,,,,,,
IBK5FM_20181203,IBK5FM,D85330,4ca5c0,EI-FHX,B738,LEAL,,ENTO,LFPO,unclear,diverted,unknown,,,,
QXE2235_20181203,QXE2235,AS2235,a83f30,N630QX,E75L,KPHX,,KSEA,,,,,,,,
SWA1915_20181205,SWA1915,WN1915,a620f5,N494WN,B737,KSMF,KLAS,KLAS,,,,,,,,
AAL2536_20181205,AAL2536,AA2536,ac72af,N9008U,A319,KDFW,KMSY,KMSY,,,,,,,,
AFR765U_20181206,AFR765U,AF7651,392aeb,F-GKXL,A320,LFLL,LFPG,LFPG,,cabin_pressure,unclear,unknown,,,,
AAL207_20181206,AAL207,AA207,a47903,N388AA,B763,LIMC,,KMIA,KJFK,technical,diverted,unknown,,,,
ABY1692_20181206,ABY1692,G91692,8964da,A6-AOT,A320,OEJN,OMSJ,OMSJ,,unclear,unclear,unknown,,,,
ARG1543_20181207,ARG1543,AR1543,e072d3,LV-GKS,B738,SAME,SABE,SABE,,,,,,,,
EWG7AB_20181207,EWG7AB,EW9770,3c4895,D-ABDU,A320,EDDL,EDDN,LKPR,EDDN,medical,diverted,unknown,,,,
RPA4499_20181208,RPA4499,AA4499,a0634c,N124HQ,E75S,KDCA,KHSV,KHSV,,,,,,,,
CPZ6064_20181209,CPZ6064,AA6064,a1d4bc,N217NN,E75L,KLAX,KRNO,KRNO,,,,,,,,
EZY64VZ_20181209,EZY64VZ,U26982,405635,G-EZDF,A319,LPPT,EGPH,EGPH,,unclear,unclear,unknown,,,,
UAL14_20181211,UAL14,UA14,a8a110,N655UA,B763,KEWR,,EGLL,,unclear,planned,unknown,,,,
EJA515_20181211,EJA515,1I515,a67571,N515QS,C68A,,KCMH,,,unclear,unclear,unknown,,,,
LET7239_20181212,LET7239,,0d08d4,XA-MBT,LJ75,,,,,,,,,,,
AZU8710_20181212,AZU8710,AD8710,e4910e,PR-AIW,A332,SBRF,,KMCO,,,,,,,,
EZY42LB_20181213,EZY42LB,U26995,405635,G-EZDF,A319,EGPH,EGGD,LEMD,EGGD,unclear,diverted,unknown,,,,
OPT374_20181214,OPT374,,a4433a,N374FX,E55P,,KLAX,,,unclear,unclear,unknown,,,,
RYR51AA_20181215,RYR51AA,FR7124,4ca84a,EI-EMB,B738,EIDW,EIDW,GCRR,EIDW,unclear,return,unknown,,,,
SHT13H_20181216,SHT13H,BA1327,400804,G-EUPD,A319,EGNT,EGLL,EGLL,,engine,planned,unknown,,,,
NKS1083_20181220,NKS1083,NK1083,a86671,N640NK,A320,KMCO,KDFW,KDFW,,,,,,,,
ASA395_20181221,ASA395,AS395,a5bb1b,N469AS,B739,KSEA,KPDX,KPDX,,,,,,,,
AAL1619_20181221,AAL1619,AA1619,abfb46,N871NN,B738,KPHX,,KSEA,,,,,,,,
NJE731L_20181221,NJE731L,,494101,CS-PHA,E55P,,,,,unclear,unclear,unknown,,,,
UPS2916_20181221,UPS2916,5X2916,a2682a,N254UP,MD11,KSDF,KMCI,KONT,KMCI,unclear,diverted,unknown,,,,
GLO1523_20181223,GLO1523,G31523,e47ecd,PR-GTA,B738,SBFZ,,SBGR,,,,,,,,
BAW2578_20181226,BAW2578,BA2578,406b58,G-GATH,A320,EGKK,LFPG,LIMF,LFPG,smoke_burn_smell_flames,diverted,unknown,4c2125ae,smoke_burn_smell_flames,diverted,unknown
SWA2310_20181229,SWA2310,WN2310,abc7a3,N8581Z,B738,KBWI,KALB,KALB,,,,,,,,
UAE816_20181229,UAE816,EK816,896316,A6-ENT,B77W,OERK,OMDB,OMDB,,medical,planned,unknown,,,,
WOW76P_20181230,WOW76P,WW761,4cc4ff,TF-JOY,A321,EDDF,EGPH,BIKF,EGPH,medical,diverted,unknown,,,,
JIA5633_20181231,JIA5633,AA5633,a70bc9,N553NN,CRJ9,KPIT,KCLT,KCLT,,,,,,,,
ACA878_20190101,ACA878,AC878,c038a7,C-FVLU,B789,CYYZ,,LSZH,,,,,,,,
AAL944_20190104,AAL944,AA944,aae465,N8001N,A319,KSTL,KMIA,KMIA,,,,,,,,
QXE2554_20190106,QXE2554,AS2554,a822d6,N623QX,E75L,KSJC,KPDX,KPDX,,,,,,,,
CCM780R_20190108,CCM780R,XK780,398640,F-HBSA,A320,LFKB,LFLL,LFPO,LFLL,unclear,diverted,unknown,,,,
TVF19JZ_20190108,TVF19JZ,,3964e3,F-GZHD,B738,,LFPO,,,unclear,unclear,unknown,,,,
AWI4856_20190109,AWI4856,UA4856,a58fe9,N458AW,CRJ2,KORD,KMKE,KMKE,,,,,,,,
AAL305_20190110,AAL305,AA305,a09cad,N139AN,A321,KMIA,KDFW,KSEA,KDFW,medical,diverted,unknown,,,,
CPZ6033_20190110,CPZ6033,CP6033,a1cd4e,N215NN,E75L,KLAX,KPDX,KSFO,KPDX,,,,,,,
SWA1260_20190110,SWA1260,WN1260,abb4ea,N8530W,B738,KDAL,KPHL,KPHL,,,,,,,,
EZY73ED_20190110,EZY73ED,U28200,400db1,G-EZAN,A319,LIMC,LFPG,EGKK,LFPG,medical,diverted,unknown,,,,
WIG8407_20190111,WIG8407,WIG8407,a9cf55,N731FX,C208,KALB,,KPBG,,,,,,,,
NKS327_20190112,NKS327,NK327,a9335a,N692NK,A320,KBWI,,KIAH,,,,,,,,
AAL1328_20190112,AAL1328,AA1328,abca00,N859NN,B738,KDFW,KCOS,KCOS,,,,,,,,
STK265B_20190113,STK265B,EI3265,4ca161,EI-FCZ,AT76,EGBB,EGCC,EIDW,EGCC,medical,diverted,unknown,,,,
ICE53B_20190114,ICE53B,FI441,4cc271,TF-ISK,B752,EGCC,EGPF,BIKF,EGPF,smoke_burn_smell_flames,diverted,unknown,4c2eb46c,smoke_burn_smell_flames,diverted,unknown
CLX7303_20190116,CLX7303,CV7303,4d0113,LX-VCJ,B748,WMKK,,ZHCC,WMKK,smoke_burn_smell_flames,return,unknown,4c2f22d4,smoke_burn_smell_flames,return,unknown
VIR3N_20190117,VIR3N,VS3,4063e6,G-VSXY,A333,EGLL,EGLL,KJFK,EGLL,engine,return,unknown,4c2ff008,engine,return,unknown
EZY721Z_20190118,EZY721Z,U24319,405631,G-EZDA,A319,LFLL,LFLL,LFRN,LFLL,unclear,return,unknown,,,,
RPA3301_20190118,RPA3301,UA3301,a871ec,N643RW,E170,CYRQ,KIND,KIND,,,,,,,,
AVA088_20190120,AVA088,AV88,a2c7ff,N279AV,A332,SAEZ,,SKBO,,,,,,,,
UAL342_20190120,UAL342,UA342,aa7e7a,N77536,B738,KORD,KPHL,KBOS,KPHL,fuel_leak,diverted,unknown,,,,
EZY64UQ_20190120,EZY64UQ,U2889,40631d,G-EZFY,A319,EGKK,EGPF,EGPF,,technical,planned,unknown,,,,
TAM3090_20190120,TAM3090,LA3090,e4808c,PR-MHF,A320,SBGL,,SBSG,,,,,,,,
VOI893_20190120,VOI893,Y4893,a6a11e,N526VL,A320,KDFW,,MMGL,,,,,,,,
GLO1586_20190121,GLO1586,G31586,e4814a,PR-VBF,B738,SBGR,,SBSG,,,,,,,,
SHT18H_20190121,SHT18H,BA1318,400940,G-EUOH,A319,EGLL,,EGPD,,medical,planned,unknown,,,,
SKW5113_20190121,SKW5113,UA5113,acae9a,N916SW,CRJ2,KDEN,KDEN,KRKS,KDEN,unclear,return,hold_to_reduce,,,,
AAL1860_20190123,AAL1860,AA1860,aa2e6f,N755US,A319,KCLT,KALB,KALB,,,,,,,,
AIJ2454_20190124,AIJ2454,4O2454,0d0abb,XA-JOE,A21N,MMMX,MMHO,MMHO,,,,,,,,
JIA5203_20190124,JIA5203,AA5203,a7b4ea,N596NN,CRJ9,KPIT,KCLT,KCLT,,,,,,,,
KLM1293_20190124,KLM1293,KL1293,48455b,PH-BGD,B737,EHAM,EGPH,EGPH,,unclear,planned,unknown,,,,
IRO8955_20190125,IRO8955,IRO8955,a9840e,N712FX,C208,KFNT,,KAPN,,,,,,,,
TAO536_20190126,TAO536,VW536,0d0a25,XA-UYM,AT76,MMPS,MMMX,MMMX,,,,,,,,
FFT1428_20190126,FFT1428,F91428,a98408,N712FR,A321,KPHX,KPHX,KORD,KPHX,unclear,return,hold_to_reduce,,,,
BAW91C_20190126,BAW91C,BA191,406948,G-STBH,B77W,EGLL,EGPF,KAUS,EGPF,medical,diverted,fueldump,,,,
EJA404_20190128,EJA404,1I404,a4bcec,N404QS,E55P,,KMCO,,,,,,,,,
ACA265_20190128,ACA265,AC265,c010ea,C-FGKN,A321,CYYZ,,CYWG,,,,,,,,
WJA706_20190129,WJA706,WS706,c07e62,C-GVWJ,B737,CYVR,CYYZ,CYYZ,,,,,,,,
SWA1687_20190129,SWA1687,WN1687,a7130c,N555LV,B737,KBWI,,TJSJ,,,,,,,,
UAL1010_20190130,UAL1010,UA1010,a3ef1b,N35236,B738,KIAH,,MMUN,,,,,,,,
AFR724_20190201,AFR724,AF724,392f29,F-GLZJ,A343,LFPG,LFPG,GQNO,LFPG,medical,return,unknown,,,,
GLO1591_20190201,GLO1591,G31591,e4814a,PR-VBF,B738,SBSG,,SBGR,,,,,,,,
UAL62_20190202,UAL62,UA62,a8c4d8,N664UA,B763,KIAH,,SBGR,,,,,,,,
RPA6119_20190203,RPA6119,DL6119,a1acdb,N207JQ,E75S,KBOS,KRIC,KRIC,,,,,,,,
AMC101_20190204,AMC101,KM101,4d2025,9H-AEO,A320,EGLL,LSGG,LMML,LSGG,medical,diverted,unknown,,,,
SVA926_20190205,SVA926,SV926,71001b,HZ-AI4,B748,EDDF,EDDF,OERK,EDDF,unclear,return,unknown,4c5d339a,medical,return,unknown
FDX1650_20190206,FDX1650,FX1650,a7fa65,N613FE,MD11,KLAX,KIND,KIND,,,,,,,,
UAE15_20190208,UAE15,EK15,8960ed,A6-EDL,A388,OMDB,EGCC,EGKK,EGCC,weather_damage,diverted,unknown,4c43df30,misc,diverted,unknown
AMX008_20190209,AMX008,AM8,ad7633,N967AM,B788,EGLL,,MMMX,EGLL,cabin_pressure,return,unknown,4c406589,air_condition,return,unknown
DLH595_20190214,DLH595,LH595,3c6573,D-AIKS,A333,DNAA,,EDDF,,unclear,unclear,unknown,,,,
AAL2772_20190215,AAL2772,AA2772,ac0dd9,N876NN,B738,KJFK,KAUS,KAUS,,,,,,,,
GLO1554_20190215,GLO1554,G31554,e47faa,PR-GTJ,B738,SBSP,,SBRF,,,,,,,,
JBU1166_20190217,JBU1166,B61166,aac3f4,N793JB,A320,KLGB,KSMF,KSMF,,,,,,,,
NAA6030_20190218,NAA6030,DN6030,e08448,LV-HQH,B738,SABE,,SACO,,,,,,,,
EZY13MR_20190218,EZY13MR,U23385,400d8c,G-EZAB,A319,LIPZ,EGPH,EGPH,,unclear,planned,unknown,,,,
WJA701_20190219,WJA701,WS701,c0809d,C-GWSI,B736,CYYZ,,CYVR,,,,,,,,
AZU8750_20190221,AZU8750,AD8750,e4908e,PR-AIV,A332,SBKP,,LPPT,,,,,,,,
FDX5392_20190221,FDX5392,FX5392,a841f5,N631FE,MD11,LFPG,LFPG,KEWR,LFPG,unclear,return,unknown,,,,
TVF44PQ_20190221,TVF44PQ,TO3401,3964f9,F-GZHZ,B738,LPPR,LFPO,LFPO,,medical,planned,unknown,,,,
SWA597_20190222,SWA597,WN597,abb624,N8539V,B738,KHOU,,KPHX,,,,,,,,
SCR356_20190225,SCR356,JQ356,7c6273,VH-TQD,DH8C,NZNR,NZAA,NZAA,,unclear,planned,unknown,,,,
RYR419Y_20190225,RYR419Y,FR4191,4ca34a,EI-FIA,B738,LIME,EDDF,EGSS,EDDF,unclear,diverted,unknown,,,,
RFR7230_20190226,RFR7230,,43c8d8,ZM337,E50P,,EGNX,,,unclear,unclear,unknown,,,,
UAL1712_20190226,UAL1712,UA1712,aa7abd,N77430,B739,KDEN,KSMF,KSMF,,,,,,,,
ASA1100_20190226,ASA1100,AS1100,ab7ba5,N839VA,A320,KSFO,KBNA,KBNA,,,,,,,,
SKW4167_20190228,SKW4167,DL4167,a26bb8,N255SY,E75L,KSLC,KBUR,KBUR,,,,,,,,
QTR726_20190301,QTR726,QR726,06a2af,A7-BEK,B77W,KORD,LFPG,OTHH,LFPG,medical,diverted,unknown,,,,
EZY85YK_20190301,EZY85YK,U26931,406a95,G-EZWU,A320,EGPH,EGPH,EDDH,EGPH,unclear,return,unknown,,,,
NKS643_20190301,NKS643,NK643,ac7b87,N903NK,A20N,KDTW,KTPA,KTPA,,,,,,,,
AME4566_20190304,AME4566,,35350b,T.18-5,F900,,LFBO,,,unclear,unclear,unknown,,,,
ENY3451_20190304,ENY3451,AA3451,a29680,N266NN,E75L,KDFW,,MMMY,,,,,,,,
RYR6827_20190305,RYR6827,FR6827,4ca9d3,EI-EVK,B738,LPFR,EGPH,EGPH,,unclear,planned,unknown,,,,
TAM3852_20190306,TAM3852,LA3852,e48053,PR-MHK,A320,SBGL,SBFZ,SBFZ,,,,,,,,
AFR361V_20190306,AFR361V,AF361V,3991e8,F-HEPI,A320,LFBO,LFPG,LFPG,,unclear,unclear,unknown,,,,
FDX1601_20190307,FDX1601,FX1601,a10fe8,N168FE,B763,KDFW,KIND,KIND,,,,,,,,
EZY96LA_20190307,EZY96LA,U2464,406669,G-EZUO,A320,EGPF,EGPF,EGAA,EGPF,technical,return,hold_to_reduce,4c51a57b,hydraulics,return,unknown
SWA2263_20190308,SWA2263,WN2263,aa5d2e,N767SW,B737,KSTL,KBOS,KLGA,KBOS,,,,,,,
AFR848_20190309,AFR848,AF848,3965a6,F-GZNG,B77W,LFPO,LFRU,TFFF,LFRB,medical,diverted,unknown,,,,
UAL36_20190310,UAL36,UA36,a16ee0,N19141,B752,KEWR,EGPH,EGPH,,unclear,unclear,unknown,,,,
ASQ3996_20190310,ASQ3996,UA3996,a03331,N11164,E45X,KBHM,KORD,KORD,,,,,,,,
BGA114D_20190311,BGA114D,,394a63,F-GSTD,A3ST,LFBO,LFBO,EGNR,LFBO,unclear,return,hold_to_reduce,,,,
ACA302_20190311,ACA302,AC302,c05840,C-GHKX,A333,CYVR,,CYUL,,,,,,,,
FDX458_20190312,FDX458,FX458,a03423,N112FE,B763,KMCO,,KMEM,,,,,,,,
ASP519_20190312,ASP519,,c001e4,C-FASP,C25A,,,,,,,,,,,
BAW486_20190314,BAW486,BA486,405455,G-EUUU,A320,EGLL,LEBL,LEBL,,unclear,unclear,unknown,,,,
CRL924_20190315,CRL924,SS924,394e88,F-GTUI,B744,LFPO,LFPO,TFFF,LFPO,unclear,return,unknown,,,,
AAY433_20190315,AAY433,G4433,a1e241,N220NV,A320,KLAS,,KTYS,,,,,,,,
BAW2597_20190317,BAW2597,BA2597,400b83,G-DBCE,A319,LIPX,EGKK,EGKK,,unclear,planned,unknown,,,,
GAC903L_20190317,GAC903L,,44058f,OE-FZA,C510,,LFML,,,unclear,unclear,unknown,,,,
AAL163_20190317,AAL163,AA163,acd5ad,N926NN,B738,KLAX,KDCA,KDCA,,,,,,,,
