flight_id,callsign,number,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump
AFR11DN_20190816,AFR11DN,AF1000,394c19,F-GTAZ,A321,LFPG,,LEMD,LFBD,technical,return,unknown,4cba3de2,cabin_pressure,diverted,unknown
AFR896_20190816,AFR896,AF896,396441,F-GZCB,A332,LFPG,LFPG,FCBB,LFPG,medical,return,unknown,,,,
EIN28G_20190816,EIN28G,EI286,4ca555,EI-RJI,RJ85,EIDW,EIDW,EGLC,EIDW,unclear,return,unknown,,,,
AFR702_20190816,AFR702,AF702,3949e0,F-GSPA,B772,LFPG,LFPG,DIAP,LFPG,unclear,return,unknown,,,,
UAL1475_20190817,UAL1475,UA1475,ac0b61,N87507,B738,KORD,KMSN,PANC,KMSN,engine,diverted,unknown,,,,
JBU623_20190817,JBU623,B6623,ad9e73,N977JE,A321,KJFK,KCLE,KLAX,KCLE,smoke_burn_smell_flames,diverted,hold_to_reduce,4cbb8147,smoke_burn_smell_flames,diverted,hold_to_reduce
VIR106F_20190819,VIR106F,VS106,406d4c,G-VCRU,B789,KSEA,,EGLL,,,,,,,,
FRS51_20190820,FRS51,,896c24,954,PC21,,OMDW,,,,,,,,,
AFR1145_20190820,AFR1145,AF1145,3944e1,F-GRHB,A319,UUEE,ELLX,LFPG,ELLX,unclear,diverted,unknown,4cbcbfb7,brakes,diverted,unknown
DAL173_20190820,DAL173,DL173,ab20e7,N816NW,A333,LIMC,LFPG,KJFK,LFPG,unclear,diverted,fueldump,,,,
DAL773_20190820,DAL773,DL773,a3f120,N353NB,A319,KBOI,,KSLC,,,,,,,,
SKW4165_20190821,SKW4165,DL4165,aca5ff,N914EV,CRJ2,KTVC,KDTW,KDTW,,unclear,unclear,unknown,,,,
DLX49_20190822,DLX49,,a60e77,N49HJ,HDJT,KVNY,KLAS,KSAC,KLAS,,,,,,,
AAL542_20190822,AAL542,AA542,a8ce4f,N667AW,A320,KPHX,KSMF,KSMF,,,,,,,,
DAL982_20190822,DAL982,DL982,ad3c27,N952AT,B712,KATL,KTLH,KTLH,,,,,,,,
UAL1413_20190823,UAL1413,UA1413,a533bd,N434UA,A320,KSEA,,KDEN,,,,,,,,
ASH6300_20190823,ASH6300,YV6300,ac52f2,N89308,E75L,KIAH,KRDU,MMGL,KRDU,,,,,,,
ASH5875_20190824,ASH5875,AA5875,ac8d6a,N908FJ,CRJ9,KMLI,KMCI,KDFW,KMCI,unclear,diverted,unknown,,,,
DAL2454_20190824,DAL2454,DL2454,a8e2d6,N67171,B752,KSNA,KATL,KATL,,,,,,,,
HAL481_20190825,HAL481,HA481,a455ea,N379HA,A332,PHNL,NTAA,NTAA,,,,,,,,
AAL199_20190825,AAL199,AA199,aa28f2,N754AN,B772,LIMC,EGLL,KJFK,EGLL,unclear,diverted,unknown,,,,
DAL573_20190825,DAL573,DL573,a8df4b,N6709,B752,KLAX,,MMMX,,,,,,,,
BAW89P_20190826,BAW89P,BA278,406d79,G-ZBKC,B789,KSJC,EGLL,EGLL,,unclear,unclear,unknown,,,,
AAL2318_20190826,AAL2318,AA2318,ac81d2,N905AU,A321,KDFW,KLAX,KLAX,,,,,,,,
DAL2590_20190828,DAL2590,DL2590,ab43c6,N825DN,B739,KATL,KDEN,KDEN,,,,,,,,
BCS63A_20190829,BCS63A,,3c5434,D-AEAT,A306,LEMD,LEMD,EHAM,LEMD,unclear,return,unknown,,,,
JIA5566_20190829,JIA5566,AA5566,a6bf4e,N534AE,CRJ7,KHSV,KCLT,KCLT,,,,,,,,
TAR635_20190831,TAR635,TU635,02a1cd,TS-ION,B736,LFPO,,DTTJ,LFML,unclear,diverted,unknown,,,,
CFS8802_20190831,CFS8802,EM8802,ac25c5,N882FE,C208,KPHX,KNYL,KNYL,,,,,,,,
ASA1384_20190831,ASA1384,AS1384,a855e2,N636VA,A320,KPSP,KSEA,KSEA,,,,,,,,
ICE10M_20190902,ICE10M,FI568,4cc27a,TF-ISV,B752,BIKF,BIKF,LSZH,BIKF,unclear,return,unknown,,,,
UAL1827_20190903,UAL1827,UA1827,a0acdd,N14228,B738,KEWR,KSAN,KSAN,,,,,,,,
EZY64NL_20190904,EZY64NL,U28679,400c4a,G-EZIH,A319,EGKK,LFLL,LIEO,LFLL,cracked_windshield,diverted,unknown,,,,
NAX10B_20190905,NAX10B,DY7110,479089,LN-LNI,B789,KLAX,EIDW,LEBL,EIDW,engine,diverted,unknown,4cc72ac7,engine,diverted,unknown
CSZ9073_20190906,CSZ9073,ZH9073,780d00,B-1713,B738,ZGSZ,RCTP,RCTP,,,,,,,,
RPA5939_20190906,RPA5939,DL5939,ac0307,N873RW,E170,KJFK,KCMH,KCMH,,,,,,,,
BEE1AJ_20190906,BEE1AJ,BE417,401152,G-JECX,DH8D,EGAC,EGBB,EGBB,,unclear,planned,unknown,,,,
BOX495_20190907,BOX495,3S495,3c458a,D-AALJ,B77L,KIAH,,EDDF,,,,,,,,
RYR160H_20190907,RYR160H,,4ca242,EI-DCL,B738,,LFBD,,,unclear,unclear,unknown,,,,
MSR845_20190908,MSR845,MS845,0100df,SU-GCR,B738,HECA,,DAAG,,,,,,,,
ROU1522_20190909,ROU1522,AC1522,c0482a,C-GBIN,A319,CYUL,CYUL,CYYT,CYUL,cabin_pressure,return,unknown,,,,
AHK681_20190909,AHK681,LD681,780a86,B-LDM,A306,RCTP,RCTP,VHHH,RCTP,unclear,return,unknown,,,,
EDV5460_20190910,EDV5460,DL5460,a7dadc,N605LR,CRJ9,KATL,KTLH,KTLH,,,,,,,,
ASA445_20190911,ASA445,AS445,a35975,N315AS,B739,KLAX,KSEA,KSEA,,,,,,,,
CPA509_20190911,CPA509,CX509,780173,B-HNK,B773,RJAA,VHHH,VHHH,,,,,,,,
ROU1591_20190911,ROU1591,AC1591,c0466c,C-GARJ,A319,CYYZ,CYYC,CYYC,,,,,,,,
VLG3866_20190913,VLG3866,VY3866,3424d5,EC-KDG,A320,LEPA,,LEAS,,,,,,,,
ETH687_20190915,ETH687,ET687,040015,ET-ALO,B763,VIDP,VIDP,HAAB,VIDP,unclear,return,unknown,,,,
DKH1295_20190915,DKH1295,HO1295,78124e,B-1001,A321,ZSPD,VMMC,VMMC,,,,,,,,
IBK3502_20190915,IBK3502,D83502,4ca506,EI-FHM,B738,EKCH,,EGPH,,unclear,unclear,unknown,,,,
JBU1447_20190916,JBU1447,B61447,a2d27c,N281JB,E190,KHPN,KTPA,KTPA,,,,,,,,
SWR358_20190916,SWR358,LX358,4b17f8,HB-JCA,BCS3,LSGG,,EGLL,LSGG,engine,return,unknown,4cce7a9f,engine,return,unknown
AXG1801_20190917,AXG1801,,3c9432,D-BEAR,C750,,OMDW,,,,,,,,,
RPA6144_20190918,RPA6144,DL6144,abf1d2,N869RW,E170,KCMH,KIND,KIND,,unclear,unclear,unknown,,,,
JAF20K_20190919,JAF20K,TB1311,44d2b6,OO-TUV,B738,EBBR,LEJR,LEJR,,,,,,,,
WJA556_20190919,WJA556,WS556,c01f52,C-FLWJ,B737,CYYC,CYKF,CYKF,,,,,,,,
AUI949_20190920,AUI949,PS949,5082c8,UR-PSG,B738,UKLL,LFML,LEBL,LFML,unclear,diverted,unknown,,,,
NDU569_20190921,NDU569,,a74989,N569ND,C172,KIWA,KIWA,KIWA,,,,,,,,
FDB338_20190921,FDB338,FZ338,896469,A6-FGB,B738,OPST,OMDB,OMDB,,unclear,unclear,unknown,,,,
SOO275_20190921,SOO275,9S275,aa8499,N777SA,B77L,KCVG,,EDDP,,,,,,,,
SKU621_20190921,SKU621,H2621,e8032b,CC-AZH,A20N,SBGL,,SCEL,,,,,,,,
EDV5383_20190922,EDV5383,DL5383,ac5f32,N8969A,CRJ2,KBTV,KDTW,KDTW,,,,,,,,
AFR46MN_20190923,AFR46MN,AF1116,4ca6ad,EI-RJZ,RJ85,LFPG,LFPG,EIDW,LFPG,technical,return,unknown,,,,
TGR32_20190924,TGR32,,ad2775,N947DA,DV20,KPUB,KPUB,KPUB,,,,,,,,
GJS6202_20190924,GJS6202,DL6202,a3bd81,N340CA,CRJ7,KCVG,KRDU,KRDU,,,,,,,,
QXE2492_20190924,QXE2492,AS2492,a880b0,N647QX,E75L,KSTS,KSEA,KSEA,,,,,,,,
FMY8035_20190925,FMY8035,,3aabff,100,TBM7,,LFPO,,,,,,,,,
ASA976_20190926,ASA976,AS976,a360e3,N317AS,B739,KSEA,KBOI,KBOI,,,,,,,,
KAL475_20190929,KAL475,KE475,71c272,HL8272,B739,RKSI,,VVDL,,,,,,,,
NDU792_20190930,NDU792,,aac0a3,N792ND,PA44,KIWA,KPHX,,,,,,,,,
TOM683_20190930,TOM683,BY683,400ff4,G-FDZD,B738,DTNH,LFLL,EGBB,LFLL,unclear,diverted,unknown,,,,
DAL541_20191001,DAL541,DL541,a44591,N3744F,B738,KBOS,,KSEA,,,,,,,,
RPA3591_20191002,RPA3591,UA3591,a9b4a4,N724YX,E75L,KORD,KORD,KDCA,KORD,unclear,return,unknown,4cd896a3,cabin_pressure,return,unknown
EXS6903_20191003,EXS6903,LS6903,400f4c,G-LSAE,B752,EPKK,EGPH,EGPH,,landing_gear,planned,unknown,,,,
SHT6P_20191003,SHT6P,BA1496,4008ae,G-EUPO,A319,EGLL,EGLL,EGPF,EGLL,unclear,return,unknown,,,,
BAW241R_20191005,BAW241R,BA2591,400834,G-MIDX,A320,LIBD,LFSB,EGKK,LFSB,smoke_burn_smell_flames,diverted,unknown,4cda895e,smoke_burn_smell_flames,diverted,unknown
UAL881_20191006,UAL881,UA881,a1d8fd,N218UA,B772,KORD,,RJAA,,,,,,,,
DAL699_20191006,DAL699,DL699,ad2af2,N948AT,B712,KHSV,KATL,KATL,,,,,,,,
RYR68UM_20191007,RYR68UM,FR3532,4cabc2,EI-FRT,B738,EHEH,EDSB,LEPA,EDSB,unclear,unclear,unknown,,,,
AEE4258_20191007,AEE4258,A34258,4690e2,SX-DGB,A320,LGIR,LFLL,LFRG,LFLL,unclear,diverted,unknown,,,,
AAL1612_20191008,AAL1612,AA1612,ac90a8,N909AN,B738,KGSP,KDFW,KDFW,,,,,,,,
JES3422_20191011,JES3422,WJ3422,e0958f,LV-IVO,A320,SADP,,SAME,,,,,,,,
NKS565_20191011,NKS565,NK565,a7debf,N606NK,A320,KDTW,KATL,KATL,,,,,,,,
UAE734_20191012,UAE734,EK734,8963d5,A6-EPF,B77W,HSSS,OMDB,OMDB,,unclear,planned,unknown,,,,
UPS801_20191013,UPS801,5X801,a4dd5e,N412UP,B752,KSAT,KSDF,KSDF,,,,,,,,
BAW548_20191014,BAW548,BA548,400ceb,G-EUXI,A321,EGLL,EGLL,LIRF,EGLL,technical,return,unknown,,,,
JIA5437_20191014,JIA5437,AA5437,a70812,N552NN,CRJ9,KCLT,KGRR,KGRR,,,,,,,,
UAL1090_20191014,UAL1090,UA1090,abacd2,N851UA,A319,KIAH,,MMMX,,,,,,,,
VLG12AV_20191015,VLG12AV,VY1241,345107,EC-MJC,A320,LEAL,LFRS,EGFF,LFRS,medical,diverted,unknown,,,,
EZY58WD_20191015,EZY58WD,U22454,4010ee,G-EZBZ,A319,LICJ,EGGW,EGGW,,unclear,unclear,unknown,,,,
BCS3611_20191017,BCS3611,QY3611,3c5431,D-AEAQ,A306,EFHK,EFHK,EDDP,EFHK,unclear,return,unknown,,,,
TVF78RT_20191018,TVF78RT,,3964f3,F-GZHT,B738,,LFPO,,,unclear,unclear,unknown,,,,
TSC571_20191019,TSC571,TS571,c07995,C-GUBC,A332,LIPZ,LFPG,CYUL,LFPG,technical,diverted,unknown,4ce407cd,heating,diverted,unknown
ASH5792_20191019,ASH5792,YV5792,aca60d,N914FJ,CRJ9,KDFW,KDFW,KMLI,KDFW,unclear,unclear,unknown,,,,
SWA4631_20191019,SWA4631,WN4631,abaaa8,N8507C,B738,,KSEA,,,,,,,,,
RYR21UJ_20191020,RYR21UJ,FR1064,4ca1b9,EI-DAH,B738,EGPH,EGPH,LFBO,EGPH,bird,return,hold_to_reduce,,,,
CPA087_20191022,CPA087,CX87,780a6e,B-LJK,B748,PANC,VHHH,VHHH,,,,,,,,
EJA799_20191024,EJA799,1I799,aadae3,N799QS,CL35,KCMH,KATW,,,,,,,,,
JBU61_20191025,JBU61,B661,ad2baa,N948JB,A321,KBOS,,TJSJ,,,,,,,,
RPA4563_20191025,RPA4563,YX4563,a53436,N434YX,E75L,KLGA,,KMIA,,,,,,,,
RRR4055_20191026,RRR4055,,43c5e5,ZM411,A400,,EGVN,,,unclear,unclear,unknown,,,,
LOF4696_20191027,LOF4696,UA4696,a081a2,N13123,E45X,KORD,KGRR,KGRR,,,,,,,,
SWA3708_20191027,SWA3708,WN3708,abe075,N8643A,B738,KBNA,KLAS,KRSW,KLAS,,,,,,,
ARG1465_20191027,ARG1465,AR1465,e073cf,LV-GOO,B737,SANT,SAEZ,SAEZ,,,,,,,,
CLX4327_20191028,CLX4327,CV4327,4d0117,LX-VCM,B748,EBLG,EBLG,ELLX,EBLG,unclear,diverted,unknown,,,,
ASH6099_20191029,ASH6099,UA6099,ab3e98,N82314,E75L,KIAD,KIAH,KIAH,,unclear,planned,unknown,,,,
HDA391_20191031,HDA391,KA391,7801d4,B-HSN,A320,RJTT,,VHHH,RJTT,technical,return,unknown,,,,
VTM384_20191102,VTM384,VTM384,0d0aa8,XA-UZI,MD83,KLRD,KFWA,KFWA,,,,,,,,
TAP923U_20191103,TAP923U,TP923,495281,CS-TTA,A319,LSZH,LFBD,LPPR,LFBD,medical,diverted,unknown,,,,
SHT42P_20191103,SHT42P,BA2518,4008e5,G-MIDT,A320,EGKK,EGPF,EGPF,,medical,planned,unknown,,,,
SRR6498_20191105,SRR6498,S66498,45ce4b,OY-SRK,B762,EDDK,EDDK,LIME,EDDK,unclear,unclear,unknown,,,,
BTQ879_20191106,BTQ879,4B879,a99ec4,N719PC,PC12,KPIT,KJST,KJST,,,,,,,,
EZY97YM_20191107,EZY97YM,U27416,4074b5,G-UZHE,A20N,LEAL,LFBD,EGMC,LFBD,medical,diverted,unknown,,,,
RYR14QD_20191108,RYR14QD,FR8747,4ca61c,EI-DWO,B738,LFBH,EGGW,EGSS,EGGW,unclear,unclear,unknown,,,,
CAP2936_20191109,CAP2936,,a2200d,N236NY,C172,,,KPHL,,unclear,unclear,unknown,,,,
EXS3ZC_20191110,EXS3ZC,LS1216,406caa,G-GDFU,B738,LEAL,LFRS,EGBB,LFRS,unclear,diverted,unknown,,,,
VJT426_20191110,VJT426,,4d20d9,9H-VCC,CL35,,UUWW,,,,,,,,,
UAL275_20191110,UAL275,UA275,a5ef0e,N48127,B752,KEWR,KLAX,KLAX,,,,,,,,
RPA4478_20191112,RPA4478,AA4478,a55090,N441YX,E75L,KLGA,KXNA,KXNA,,,,,,,,
SWA2065_20191114,SWA2065,WN2065,a1fd03,N227WN,B737,KJAX,KBNA,KBNA,,,,,,,,
RYR2WF_20191114,RYR2WF,FR3227,4ca854,EI-EML,B738,ENTO,EGPH,EGCC,EGPH,medical,diverted,unknown,,,,
VTM384_20191114,VTM384,,0d0aa9,XA-SLW,SW4,,KSDF,,,technical,planned,unknown,,,,
TSC691_20191116,TSC691,TS691,c07877,C-GTQC,B738,MUSC,KMCO,CYYZ,KMCO,engine,diverted,hold_to_reduce,4cf65d38,engine,diverted,unknown
DAL497_20191117,DAL497,DL497,ac4d1a,N892DN,B739,KJFK,,MDSD,,,,,,,,
HKS17C_20191118,HKS17C,,406b9c,G-WNSD,S92,EGPD,EGPD,,,unclear,unclear,unknown,,,,
WEN3291_20191118,WEN3291,WS3291,c01ca9,C-FKWE,DH8D,CYQR,CYYC,CYYC,,,,,,,,
PDT4780_20191118,PDT4780,AA4780,a895b0,N652RS,E145,KSBY,KPHL,KPHL,,unclear,unclear,unknown,,,,
AAL343_20191119,AAL343,AA343,a10931,N166NN,A321,KSFO,KMIA,KMIA,,,,,,,,
BEE2AN_20191120,BEE2AN,BE1357,4072b7,G-PRPO,DH8D,EGAC,EGGP,EGLC,EGGP,unclear,diverted,unknown,,,,
EIN124_20191121,EIN124,EI124,4ca842,EI-ELA,A333,KORD,,EIDW,,,,,,,,
AMX090_20191121,AMX090,AM90,ad7633,N967AM,B788,MMMX,,RKSI,,,,,,,,
SKW5639_20191121,SKW5639,UA5639,abb645,N854AS,CRJ2,KCOS,KMCI,KORD,KMCI,unclear,unclear,unknown,,,,
AAL1667_20191121,AAL1667,AA1667,adb782,N983NN,B738,KSEA,KDFW,KDFW,,,,,,,,
ASH6238_20191123,ASH6238,UA6238,ac537f,N89349,E75L,KIAD,,KSAT,,,,,,,,
WEN3410_20191123,WEN3410,WS3410,c00bfb,C-FENY,DH8D,CYQB,CYYZ,CYYZ,,,,,,,,
ARG1403_20191124,ARG1403,AR1403,e072d4,LV-GKT,B738,SAME,,SABE,,,,,,,,
SXS1VK_20191124,SXS1VK,XQ180,4bcde3,TC-SOC,B738,LTAI,LTFJ,EDDL,LTFJ,medical,diverted,unknown,,,,
RPA3597_20191124,RPA3597,YX3597,a85949,N637RW,E170,KEWR,KCVG,KCLT,KCVG,,,,,,,
ENY4002_20191126,ENY4002,AA4002,ab10cf,N812AE,E135,KDFW,KDFW,KMHK,KDFW,unclear,return,unknown,,,,
NWG872A_20191127,NWG872A,,47aed2,LN-AWC,LJ45,,EKCH,,,unclear,unclear,unknown,,,,
UAE3PG_20191127,UAE3PG,EK19,896484,A6-EUZ,A388,OMDB,EGCC,EGCC,,unclear,unclear,unknown,,,,
SHT8H_20191127,SHT8H,BA1454,405a48,G-EUUZ,A320,EGLL,EGPH,EGPH,,unclear,unclear,unknown,,,,
HKS306A_20191127,HKS306A,,4071a2,G-WNSV,S92,EGPB,EGPD,,,unclear,unclear,unknown,,,,
ABR1538_20191128,ABR1538,,39666a,F-GZTK,B734,EGNX,LFPG,LIMC,LFPG,unclear,diverted,unknown,,,,
AAL1849_20191129,AAL1849,AA1849,a2fcff,N292AY,A332,KCLT,KMCO,KMCO,,unclear,unclear,unknown,,,,
SVA3835D_20191201,SVA3835D,SV3835,71002a,HZ-ARA,B789,WMKK,VOBL,OEMA,VOBL,technical,diverted,unknown,4d010bc0,misc,diverted,unknown
FDX903_20191201,FDX903,FX903,a9fe30,N743FD,A306,KMEM,KMDT,KMDT,,,,,,,,
EZY84ZA_20191202,EZY84ZA,U26853,400c4b,G-EZII,A319,EGPF,EGNT,EHAM,EGNT,medical,diverted,unknown,,,,
AAL2620_20191203,AAL2620,AA2620,acd481,N926AN,B738,KDFW,KIND,KIND,,,,,,,,
RPA3552_20191203,RPA3552,UA3552,a866c7,N640RW,E170,KCVG,,KIAH,,,,,,,,
LCO1721_20191205,LCO1721,UC1721,a6b8d6,N532LA,B763,SBRF,,SBKP,,,,,,,,
LXJ520_20191205,LXJ520,,a68981,N520FX,CL30,,KPIT,,,,,,,,,
TAR791_20191206,TAR791,TU791,02a192,TS-IMS,A320,EGLL,LFML,DTTA,LFML,unclear,diverted,unknown,,,,
LCO1501_20191208,LCO1501,UC1501,a6b8d6,N532LA,B763,LEMD,,GVAC,,,,,,,,
EDV5442_20191208,EDV5442,DL5442,a89f80,N655CA,CRJ7,KLGA,KXNA,KXNA,,,,,,,,
SWA6542_20191209,SWA6542,WN6542,a27380,N257WN,B737,KBNA,KDEN,KDEN,,,,,,,,
DAL379_20191211,DAL379,DL379,a4076a,N359NB,A319,KSEA,KGEG,KGEG,,,,,,,,
EZY68TR_20191211,EZY68TR,U28973,40631f,G-EZGA,A319,EGKK,EBBR,LBSF,EBBR,medical,diverted,unknown,,,,
NKS8124_20191211,NKS8124,NK8124,a86a28,N641NK,A320,KMCO,KDTW,KLAS,KDTW,,,,,,,
SKW5372_20191212,SKW5372,UA5372,a5aa1c,N464SW,CRJ2,KPSC,KSFO,KSFO,,,,,,,,
ABD714_20191213,ABD714,CC714,4cc3c9,TF-AMI,B744,KGSP,,EDFH,,,,,,,,
ENY3766_20191215,ENY3766,MQ3766,a8e6e2,N673AE,E145,KBWI,KORD,KORD,,,,,,,,
UAL986_20191215,UAL986,UA986,a86e6c,N642UA,B763,LFPG,EGCC,KORD,EGCC,fuel_leak,diverted,fueldump,4d0ae8b5,fuel_leak,diverted,unknown
GLO7720_20191216,GLO7720,G37720,e48854,PR-GUH,B738,SBGL,,SCEL,,,,,,,,
ASA1758_20191218,ASA1758,AS1758,a2e26a,N285VA,A320,KSEA,KSJC,KSJC,,,,,,,,
CAL919_20191219,CAL919,CI919,8991a8,B-18360,A333,RCTP,VHHH,VHHH,,,,,,,,
KYE1332_20191219,KYE1332,GG1332,ac7a61,N903AR,B744,KSDF,KMIA,KMIA,,,,,,,,
AFL1164_20191219,AFL1164,SU1164,155bb6,RA-89014,SU95,UUEE,UUEE,URRP,UUEE,unclear,return,unknown,,,,
SAS2549_20191220,SAS2549,SK2549,4caf7e,EI-SIE,A20N,ESSA,EGCC,EGCC,,unclear,planned,unknown,,,,
RPA4699_20191222,RPA4699,AA4699,a5255a,N430YX,E75L,KDCA,KCMH,KCMH,,,,,,,,
ARG1304_20191222,ARG1304,AR1304,e0638c,LV-FNL,A332,SAEZ,,KMIA,,,,,,,,
SWA3794_20191223,SWA3794,WN3794,acc799,N922WN,B737,KOAK,KHOU,KHOU,,,,,,,,
ENY3498_20191225,ENY3498,AA3498,abb9f0,N855AE,E135,KTRI,KDFW,KDFW,,,,,,,,
CJT550_20191227,CJT550,W8550,c04aca,C-GCIJ,B763,CYYC,CYWG,CYWG,,,,,,,,
PAC213_20191227,PAC213,PO213,abc5b8,N858GT,B748,KCVG,,RJAA,,,,,,,,
QTR2FV_20191230,QTR2FV,QR179,06a0b3,A7-BCO,B788,OTHH,UUDD,ENGM,UUDD,technical,diverted,unknown,4d19dc61,engine,diverted,unknown
EDV5022_20191230,EDV5022,9E5022,ab6ebb,N836AY,CRJ2,KATL,KXNA,KGNV,KXNA,,,,,,,
WJA1681_20191231,WJA1681,WS1681,c06e93,C-GPWS,B736,KJFK,CYYC,CYYC,,,,,,,,
KLM35N_20200102,KLM35N,KL1071,48418b,PH-BXP,B739,EHAM,EGCC,EGCC,,unclear,planned,unknown,,,,
DLH26V_20200102,DLH26V,LH1143,3c65c6,D-AINF,A20N,LEBB,EDDF,EDDF,,unclear,unclear,unknown,,,,
POE944_20200102,POE944,PD944,c06360,C-GLQL,DH8D,KBOS,CYYZ,CYTZ,CYYZ,,,,,,,
RRR6710_20200104,RRR6710,,43c171,ZZ171,C17,,KDOV,,,unclear,unclear,unknown,,,,
ASA284_20200104,ASA284,AS284,a3649a,N318AS,B739,KSMF,,MMSD,,,,,,,,
UCA4973_20200105,UCA4973,C54973,a03374,N11181,E45X,KMEM,KEWR,KEWR,,,,,,,,
UAL2382_20200105,UAL2382,UA2382,a6045d,N487UA,A320,KSFO,,MMSD,,,,,,,,
EZY745P_20200106,EZY745P,U219,405638,G-EZDJ,A319,EGGW,EGPH,EGPH,,unclear,planned,unknown,,,,
NJE894W_20200108,NJE894W,,494104,CS-PHD,E55P,,LFMN,,,,,,,,,
XOJ545_20200108,XOJ545,,a6ec95,N545XJ,CL30,,KAUS,,,,,,,,,
CPZ5692_20200108,CPZ5692,CP5692,a81077,N619CZ,E75S,KSEA,KGEG,KGEG,,,,,,,,
UPS285_20200110,UPS285,5X285,a40455,N358UP,B763,ENGM,EDDK,EDDK,,unclear,unclear,unknown,4d1d44b4,flaps,planned,unknown
ACA323_20200111,ACA323,AC323,c06f1d,C-GQCA,A320,CYUL,,CYYC,,,,,,,,
AAL578_20200111,AAL578,AA578,a77b76,N581UW,A321,KPHX,KSEA,KSEA,,,,,,,,
AFR006_20200111,AFR006,AF6,39bd23,F-HPJD,A388,LFPG,,KJFK,,,,,,,,
SHT17T_20200112,SHT17T,BA2507,4008e6,G-MIDS,A320,EGPH,EGPH,EGKK,EGPH,technical,return,fueldump,,,,
VOZ721_20200112,VOZ721,VA721,7c1b2d,VH-FNJ,F100,YPAD,YPPH,YPPH,,smoke_burn_smell_flames,planned,unknown,,,,
SAS1521_20200113,SAS1521,SK1521,4caf95,EI-FPX,CRJ9,EKCH,EGPH,EGPD,EGPH,unclear,diverted,unknown,,,,
EZY18CT_20200113,EZY18CT,U2812,400f02,G-EZBH,A319,EGPH,EGBB,EGKK,EGBB,weather_damage,diverted,unknown,,,,
KLM85R_20200114,KLM85R,KL1369,4855d2,PH-EXP,E75L,EHAM,,EPWA,,,,,,,,
BAW79J_20200114,BAW79J,BA2777,400d5b,G-DBCH,A319,EGJJ,EGBB,EGKK,EGBB,unclear,diverted,unknown,,,,
ASH6028_20200115,ASH6028,UA6028,abdd1c,N86350,E75L,KAUS,KIAH,KIAD,KIAH,unclear,diverted,unknown,,,,
RPA4511_20200115,RPA4511,YX4511,a50192,N421YX,E75L,KDCA,,KMSY,,,,,,,,
ENY4130_20200119,ENY4130,AA4130,a91e11,N687JS,E145,KORD,KORD,KLSE,KORD,landing_gear,return,unknown,,,,
AAL2618_20200119,AAL2618,AA2618,aa15cc,N749US,A319,KDFW,KXNA,KRNO,KXNA,,,,,,,
QXE2712_20200120,QXE2712,AS2712,a822d6,N623QX,E75L,KSEA,KBOI,KDAL,KBOI,smoke_burn_smell_flames,diverted,unknown,4d240887,smoke_burn_smell_flames,diverted,unknown
AFR104_20200123,AFR104,AF104,392f2d,F-GLZN,A343,LFPG,LFPG,DNMM,LFPG,technical,return,unknown,,,,
CAL003_20200124,CAL003,CI3,899020,B-18007,B77W,KSFO,,RCTP,,,,,,,,
PIA709_20200124,PIA709,PK709,760917,AP-BHW,B77W,OPLA,EGCC,EGCC,,medical,planned,unknown,,,,
SCX8250_20200124,SCX8250,SY8250,ab3da7,N823SY,B738,KSDF,KCMH,KCMH,,,,,,,,
ICE10K_20200125,ICE10K,FI852,4cc268,TF-FIC,B752,KORD,,BIKF,,,,,,,,
MAC128P_20200126,MAC128P,3O128,02012b,CN-NML,A320,EHAM,LFPG,GMTT,LFPG,unclear,diverted,unknown,,,,
JBU597_20200126,JBU597,B6597,adc238,N986JB,A321,KBOS,,KSEA,,,,,,,,
AFL1713_20200127,AFL1713,SU1713,424568,VQ-BPJ,A333,UHHH,,UUEE,UHHH,bomb_threat,return,unknown,,,,
BAW12DT_20200127,BAW12DT,BA867,400a26,G-EUUR,A320,LHBP,,EGLL,,unclear,planned,unknown,,,,
AMX057_20200128,AMX057,AM57,ad7633,N967AM,B788,RJAA,,MMMX,,,,,,,,
DAL392_20200128,DAL392,DL392,a45f59,N381DN,B738,MPTO,KATL,KATL,,,,,,,,
SWA2192_20200129,SWA2192,WN2192,abc478,N8575Z,B738,KDEN,KHOU,KHOU,,,,,,,,
ASH6299_20200129,ASH6299,UA6299,ac2bb8,N88327,E75L,KIAH,KCMH,KCMH,,,,,,,,
